Data ID,BPM,IBI,PPG_Rate_Mean,HRV_MedianNN,HRV_Prc20NN,HRV_MinNN,HRV_HTI,HRV_TINN,HRV_LF,HRV_VHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1SD2,HRV_CVI,HRV_PSS,HRV_PAS,HRV_PI,HRV_C1d,HRV_C1a,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_ApEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,Participant ID,Video ID,Gender,CMA,Video_ID_number,Valence,Arousal,Dominance,significance,arousal_category,valence_category,CMA_numeric,task_valence,taskwiselabel,three_class_label
2008,0.5586097228532485,0.4427083333333333,0.73703723958926,0.1264822134387351,0.1501154734411085,0.0701754385964912,0.3137147048038137,0.3392857142857143,0.2660507198870059,0.3228481289456594,0.2751902343310293,0.8008204106438129,0.8970822339106843,0.3847096197090447,0.3804873296070892,0.715494343334973,0.5520860393827609,0.4928158385980699,0.3831246639235821,0.6168753360764176,0.3700416470838212,0.5252674109391127,0.1352735994250337,0.6694978515320797,0.589737609646735,0.3588573126602426,0.9706009637288792,0.6282951025413774,0.7465764455870871,0.3059509458011529,0.2856674379791949,0.6897617033812697,0.4971212760743581,0.4406594217247744,0.602091584055346,0.1415475003050991,0.2302898971401219,2,8,Female,HVLA,8,5.0,5.0,4.0,4.0,1,1,0,0,1,2
3001,0.4530895047705588,0.4947916666666666,0.714676703857223,0.1739130434782608,0.2655889145496536,0.3508771929824561,0.2674315050552673,0.2232142857142857,0.239280998098857,0.0828187024374653,0.4178144517092786,0.5007822149868343,0.8133423593658287,0.4836976277450227,0.3427239126752268,0.4622009569377994,0.3805330700888449,0.442417971803795,0.6768490759332508,0.3231509240667485,0.3854555742200408,0.4846344236588318,0.4189061088573301,0.4732376511602889,0.5808108297891075,0.46874021709335,0.578797798718789,0.728396729102763,0.5748385843896957,0.326108379351985,0.554771635293488,0.7555378398492957,0.5482046184216619,0.3860518324770615,0.6342849736904368,0.4242214034161141,0.3225527201449245,3,1,Female,LVHA,1,3.0,1.0,3.0,2.0,0,0,1,1,0,0
3002,0.4822807814629712,0.4791666666666666,0.7686167595140816,0.1501976284584979,0.23094688221709,0.6491228070175439,0.2579757975797579,0.0178571428571428,0.653886033175684,0.5020267000636545,0.3548943316907214,0.7713775736905151,0.9547865187571788,0.7012678345450474,0.2879202945551087,0.6755678670360115,0.4714592648510539,0.3838221076377697,0.5324355336036253,0.4675644663963747,0.1008901851488432,0.5292236425534007,0.354839174305463,0.3583455702867353,0.5940705608530865,0.4591642572925856,0.527284134778815,0.7736754538792645,0.3862441266995431,0.3379822475487409,0.6415118863586607,0.7091472515070835,0.4954149001509629,0.5821017436520319,0.7373872055325137,0.2768190707070686,0.3646002705798159,3,2,Female,HVLA,2,2.0,5.0,4.0,2.0,1,0,0,0,1,2
3003,0.3998182644252612,0.5260416666666666,0.8128868199252085,0.1185770750988142,0.1963048498845264,0.5087719298245614,0.1732062095098399,0.0803571428571428,0.8186456388364185,0.9995464743254608,0.4354459190952545,0.5891111401140492,0.9346688629597776,0.8090516636639213,0.2842688347365714,0.7333333333333334,0.5023445212240868,0.5254436393500566,0.681156896039308,0.3188431039606918,0.2012620163188206,0.2367713896522123,0.3941851171180877,0.1671039654153531,0.8066189847814552,0.5748917321952768,0.1868953914506026,0.7921826950194201,0.3486623336189585,0.3053330561904241,0.3562564956748031,0.6747795994626287,0.4596252188835135,0.5218266783173123,0.8581633860683482,0.2981972667405152,0.5238770857914481,3,3,Female,LVLA,3,2.0,3.0,5.0,2.0,0,0,0,1,0,1
3004,0.443661971830986,0.5,0.7779993818311942,0.1185770750988142,0.184757505773672,0.3333333333333332,0.2649431609827649,0.1785714285714285,0.3215916494939614,0.1437058152956346,0.2677937960258926,0.7672058567264902,0.9122070919776114,0.6891210587482755,0.3401768405605627,0.7490304709141276,0.6665907307565747,0.5088254095719105,0.7741718263539701,0.2258281736460292,0.2617046445000706,0.2777655647900808,0.5000245109489363,0.2519624401586166,0.7720045546159087,0.5467484637700354,0.1976318931009026,0.7654696948819202,0.540102330555648,0.3459930386073794,0.524010008739326,0.7191348164089487,0.5176909802038132,0.5173092588417171,0.7657194408774917,0.3568315475075947,0.4609649085542708,3,4,Female,HVHA,4,5.0,2.0,4.0,2.0,0,1,1,1,1,1
3005,0.4626306224443435,0.4895833333333333,0.78288446916754,0.142292490118577,0.2217090069284065,0.5263157894736841,0.2388155482214887,0.125,0.9490815802333812,0.6358726020740556,0.5022773963923932,0.6214352170837356,0.9412499531272158,0.7555683835648297,0.2938736706935339,0.621052631578948,0.4313919052319842,0.4365215326424336,0.7194380610248752,0.2805619389751239,0.2441921477392454,0.4259290299977443,0.39569937783399,0.3116973287816873,0.6231383086608197,0.4886754536149497,0.4479380891376,0.799293934401443,0.4400891566881391,0.3075267353043144,0.491447322621081,0.7242303041576776,0.5038093672100267,0.5488633622503559,0.8943111107980153,0.2552655135856022,0.6632412660844682,3,5,Female,HVLA,5,3.0,5.0,4.0,4.0,1,0,0,0,1,2
3006,0.434575193094048,0.5052083333333334,0.8209238558878768,0.1185770750988142,0.1732101616628175,0.3333333333333332,0.2452022980075785,0.2678571428571429,0.5611022101457871,0.7073223551446017,0.3051439334294199,0.7248334183924353,0.947102109206267,0.8640169488954035,0.298966897954499,0.8759265026471508,0.7096717037487027,0.4249709737373019,0.6970131281029239,0.302986871897076,0.2054511557078914,0.3385120204802169,0.2486790401485467,0.2573641464773434,0.6109269859058429,0.4479786863279388,0.5474473894225274,0.8414524647648999,0.4917335782873711,0.3135574770419806,0.3323138899807297,0.786678081127704,0.5659468067155504,0.5134998924203418,0.9191479205795146,0.4047462154317132,0.4289658017528805,3,6,Female,LVHA,6,4.0,5.0,4.0,4.0,1,1,1,1,0,0
3007,0.4822807814629712,0.4791666666666666,0.8085529831974302,0.1106719367588932,0.184757505773672,0.4912280701754385,0.241377078884359,0.2232142857142857,0.5253572535636489,0.3917350844404866,0.4395203605428013,0.6093423545769042,0.8972141440596166,0.7028043338647396,0.3079246649168856,0.7057499239428049,0.5373478117801908,0.4773945768291416,0.6060464197106821,0.3939535802893175,0.1876869414695643,0.4122199802599589,0.0,0.3813079398667092,0.6215769549719632,0.4237762992596448,0.9190860725412416,0.8422859389640526,0.4696301189780401,0.2278010502938023,0.5298316369988773,0.6846689769860318,0.4851957351186665,0.4018569020799064,0.7615492378606614,0.2377086451280238,0.3657035991445654,3,7,Female,LVLA,7,2.0,4.0,3.0,2.0,1,0,0,1,0,1
3008,0.5586097228532485,0.4427083333333333,0.7858430069664356,0.1343873517786561,0.1963048498845264,0.5087719298245614,0.1855926333374077,0.1607142857142857,0.8631179686634953,0.2209734054604225,0.4243575233455817,0.7823007158060946,0.9668859743863292,0.7749448821838443,0.3303531586158643,0.8413057961359094,0.4573402905090959,0.5894502804329638,0.6758082196667416,0.3241917803332577,0.1301550179276123,0.6659955461616092,0.436099678694219,0.4662065109836044,0.5281211999471311,0.4577391586737837,0.5401662961543284,0.6623427175268511,0.4189517486039016,0.2401604620875847,0.5782423229277527,0.6117294467846714,0.408622548680387,0.3732500871266824,0.8616569400185776,0.1720743918083552,0.5968830113903574,3,8,Female,HVHA,8,3.0,5.0,3.0,2.0,1,0,1,1,1,1
4001,0.5826896865061335,0.4322916666666667,0.7661751717294359,0.0869565217391303,0.1270207852193995,0.3333333333333332,0.4153748708204152,0.0982142857142857,0.5648974191441045,0.1173664194192057,0.8552338047970267,0.3099127378918845,0.7884270586645259,0.3181945813226883,0.3800706245539824,0.8607655502392348,0.6157551826258637,0.5758352888844507,0.6473781063571238,0.3526218936428755,0.7359112095156446,0.0346343996053943,0.4011617565619482,0.3742852483130757,0.8153343224727126,0.5082762518023776,0.5765125442152711,0.6740610486325997,0.7117181050145043,0.2935807609496367,0.6161918006559053,0.6248463105693731,0.4284798988194857,0.3166306667276826,0.4729071754123568,0.1606447988287728,0.3225527201449245,4,1,Male,LVHA,1,5.0,3.0,2.0,1.0,0,1,1,1,0,0
4002,0.5469104952294411,0.4479166666666666,0.7275086483992257,0.1383399209486165,0.1501154734411085,0.4912280701754385,0.1197897567534531,0.1339285714285714,0.5069096723335929,0.0589430806008294,0.76230696311658,0.4989172641447219,0.8310220968911723,0.3585485364076343,0.3956204039991149,0.3324357405140761,0.5373478117801908,0.950985849471186,0.8441655064532174,0.1558344935467819,0.5499452252226757,0.675162329903793,0.6735345921254454,0.7898810783346704,0.5645164619478185,0.4134014394565392,0.6036356274839576,0.4369372591317695,0.490922384982656,0.3489729968755846,0.125572664971258,0.5387062739087497,0.3877235523068277,0.5074525812850935,0.4857642908973796,0.3834519478141181,0.4154593466254228,4,2,Male,HVLA,2,5.0,1.0,5.0,3.0,0,1,0,0,1,2
4003,0.5135165833711949,0.4635416666666666,0.8021726491239044,0.1106719367588932,0.161662817551963,0.2280701754385965,0.2495739770055436,0.3214285714285715,0.4828052797473249,0.3151061659897829,0.4088808312998544,0.6018410741609921,0.8942786956473991,0.6458362717163209,0.3294965409977224,0.8663967611336036,0.5882616889527057,0.5130308391484211,0.6172457662549695,0.3827542337450298,0.2457972112423469,0.3349989969990175,0.306367888375855,0.3470588431933222,0.6343528857754748,0.4231018084313152,0.5904923318323912,0.8001085484455875,0.5248875828457085,0.3067865445447802,0.4509591856442305,0.6972884060045922,0.4531740619388715,0.4796196013971968,0.7645539618110906,0.4194994930755689,0.3138572170088838,4,3,Male,LVHA,3,4.0,2.0,5.0,1.0,0,1,1,1,0,0
4004,0.4822807814629712,0.4791666666666666,0.6735058687753923,0.1501976284584979,0.161662817551963,0.1578947368421053,0.4952532290266063,0.3214285714285715,0.250544556853483,0.1214313951009788,0.4274430816667485,0.704370078752342,0.8462118463228696,0.4737411622972043,0.4054553747138274,0.8501633393829402,0.6120214982998793,0.4168316375857466,0.6548794906934834,0.3451205093065155,0.3290507711606417,0.3662415234168965,0.8151314800828484,0.4264259836270261,0.8523296307579347,0.5852001385529901,0.1070775603078487,0.8095106255144068,0.8751359062463899,0.6273742255808359,0.7432719013775465,0.8139276806861107,0.6480827135972969,0.4977697458515178,0.6158707878049521,0.427390443308263,0.5885442389780289,4,4,Male,HVHA,4,4.0,1.0,5.0,1.0,0,1,1,1,1,1
4005,0.5586097228532485,0.4427083333333333,0.7158895471208568,0.1343873517786561,0.184757505773672,0.263157894736842,0.3113922503361447,0.2767857142857143,0.8691205033736031,0.3145143214813874,0.526491998160036,0.660952744772566,0.935070289392587,0.4242744439716577,0.3774876765215611,0.7000000000000002,0.3805330700888449,0.4188322151583508,0.5247346993115274,0.4752653006884717,0.4481292069244276,0.6401428057547289,0.6652954295245275,0.7752401976229009,0.7326978434457964,0.4931468950587805,0.6046052832285733,0.553562690600008,0.6114736610685225,0.4479416994289993,0.5399642271095203,0.7801876642170882,0.5902892647610445,0.4754118481532547,0.626464058791651,0.2546105915974475,0.4494907946441029,4,5,Male,HVLA,5,4.0,2.0,5.0,3.0,0,1,0,0,1,2
4006,0.4822807814629712,0.4791666666666666,0.8667243708892863,0.0869565217391303,0.1385681293302539,0.4035087719298245,0.1401112333455567,0.1696428571428571,0.4658134189417889,0.2421389458688979,0.3967324640976188,0.7647760313450909,0.9149287485917736,0.4970978901139791,0.2834750222606736,0.7339239187076605,0.6618039559796716,0.4943322731157784,0.4370474593579618,0.5629525406420386,0.3344875642756915,0.5407760006882782,0.3060763762611461,0.5838419831580547,0.3120202020545325,0.2050962565525871,0.7515809291080413,0.7512041555357557,0.4434998710874109,0.3001412848048895,0.290483301889273,0.7341445452127859,0.5084673409046669,0.5685412416653468,0.847343311197041,0.2323632260175006,0.5458664434533147,4,6,Male,LVLA,6,5.0,4.0,5.0,3.0,1,1,0,1,0,1
4007,0.5135165833711949,0.4635416666666666,0.8202973030469266,0.1106719367588932,0.184757505773672,0.0701754385964912,0.1983433637481395,0.2946428571428572,0.3760788505910612,0.4970136656304594,0.2400329335749594,0.7669545389849244,0.9342331252409944,0.6681354965263391,0.299081324389032,0.7006951340615695,0.6207599084245237,0.4899878931461274,0.7173207410823921,0.2826792589176072,0.2660340055842408,0.4992985170200529,0.2900569752359019,0.541134887475395,0.4645441033930634,0.2923457128941072,0.746704742860852,0.7856036589937737,0.5454022278572774,0.3222657698584489,0.5564866557737008,0.741524150402395,0.5146562674082525,0.5217035899836225,0.7127109600660404,0.4804128589971996,0.5683782691182229,4,7,Male,LVLA,7,2.0,3.0,4.0,5.0,0,0,0,1,0,1
4008,0.5355520218082689,0.4531249999999999,0.7106296201865934,0.1501976284584979,0.2078521939953811,0.0,0.6182880192781183,0.3392857142857143,0.3741427440052524,0.1783914498433946,0.4139997780881717,0.5883970293542962,0.8684544039011375,0.4763381214515962,0.3757868050784803,0.7081535806729939,0.3875662894005831,0.4352425866834908,0.6406506706165651,0.3593493293834346,0.42786643911057,0.4095049688802095,0.4212867539448457,0.5519305257852377,0.5407284585884484,0.3389521306542737,0.6735504150647351,0.7527845567139504,0.8126284179877283,0.3626526334073918,0.4961989796754207,0.7406513215612692,0.5253039808238957,0.3928235231722036,0.609887239904733,0.3317199677534924,0.3032471862997423,4,8,Male,HVHA,8,5.0,4.0,4.0,1.0,1,1,1,1,1,1
5001,0.7910040890504317,0.359375,0.6013164317804215,0.2450592885375493,0.1270207852193995,0.0175438596491228,0.4913824715804913,0.3392857142857143,0.4433344791777125,0.1930884079715261,0.3056064242025249,0.7988410837816735,0.9346131385136124,0.6571015282914456,0.4521532793946157,0.6721281464530895,0.3060217176702863,0.3917899252114192,0.6354101254219509,0.3645898745780491,0.2408989377547044,0.4260103682054734,0.1955583890321177,0.4226346682794891,0.467824441336991,0.3401413749945303,0.7572284757208432,0.7752028464162619,0.9650125240284416,0.8929215791792018,0.8281482493816857,0.8341063029301717,0.7479956507559182,0.6137177632527456,0.747177336555862,0.6865481654937415,0.6173529492893188,5,1,Female,LVHA,1,4.0,2.0,2.0,3.0,0,1,1,1,0,0
5002,0.6771921853702862,0.3958333333333333,0.60274761721008,0.2411067193675888,0.2286374133949192,0.2456140350877192,0.77007700770077,0.3214285714285715,0.4005692252728726,0.1814360218205042,0.3435049732902407,0.7981981937391243,0.9165037987789044,0.5114660936832465,0.4034919489563275,0.5979757085020245,0.3413293846660085,0.5349041870150475,0.721700169584939,0.2782998304150612,0.2710894983167006,0.5406319229968743,0.2989111307495902,0.500874531627366,0.4951505068476671,0.3881670776652038,0.6888155580514292,0.8269195583578169,0.9671433118751536,0.9118202168681596,0.6191830490343352,0.9077764324601084,0.8925000036749954,0.6736419867399251,0.7939207195922409,0.5788720403926169,0.624381765341935,5,2,Female,HVLA,2,5.0,2.0,4.0,3.0,0,1,0,0,1,2
5003,0.2782825988187187,0.6145833333333333,0.4974482967237588,0.5612648221343872,0.3117782909930716,0.1052631578947368,0.6423420119789756,1.0,0.4528558900483528,0.1635756403367279,0.4101227472979746,0.7321464939377643,0.9058746499398892,0.5069385846280916,0.4208868542358004,0.6595101615424701,0.3051308597982327,0.2594015716800117,0.5427089582983453,0.457291041701654,0.3238506350383702,0.5319423269825199,0.3097347898664137,0.6247424495034637,0.4230334319326381,0.2574169980703086,0.7867839312618286,0.5959023154185744,0.9880267198573928,0.890257437255594,0.5622496840595306,0.8607944367781272,0.8311725124057512,0.6847231481664048,0.7760311327595542,0.8491882175235994,0.5082486690035026,5,3,Female,LVHA,3,3.0,2.0,3.0,3.0,0,0,1,1,0,0
